Name,Type,Attunement,Price,Source,Damage,Description
Torchbearers Reach,Weapon (whip),No,400 GP,GSB,Weapon's normal damage,"Torchbearers Reach is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Toungueworm,Wondrous Item,Attunement,400 GP,EB,-,"Toungueworm is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Trampling Crossbow,"Weapon (crossbow, heavy)",No,400 GP,GSB,Weapon's normal damage,"Trampling Crossbow is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Tranquilizing Musket,Weapon (musket),No,400 GP,GSB,Weapon's normal damage,"Tranquilizing Musket is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Trap Sweeper,Wondrous Item,No,400 GP,GSB,-,"Trap Sweeper is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Trapper's Bag,Wondrous Item,No,400 GP,GSB,-,"Trapper's Bag is a magical container with unusual storage, conjuration, retrieval, or utility properties."
Treblecuff,Wondrous Item,No,400 GP,GSB,-,"Treblecuff is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Trench Totem,Wondrous item,No,400 GP,GSB,-,"Trench Totem is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Trick Knot,Wondrous Item,No,400 GP,GSB,-,"Trick Knot is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Trident of Fish Command,Weapon,Attunement,B+400 GP,DMG,Weapon's normal damage,This trident has charges that let you charm and command aquatic beasts.
Trident of the Dryad,Weapon (trident),Yes,400 GP,GSB,Weapon's normal damage,"Trident of the Dryad is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Trumpeting Ring,Ring,No,400 GP,GSB,-,Trumpeting Ring is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Tub of Churning and Fermentation,Wondrous Item,No,400 GP,GSB,-,"Tub of Churning and Fermentation is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Twin Lenses,Wondrous Item,No,400 GP,GSB,-,"Twin Lenses is a magical visual aid that enhances sight or grants a special way to perceive creatures, objects, or hidden details."
Unicorn Snugglebeast,Wondrous Item,No,400 GP,GSB,-,"Unicorn Snugglebeast is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Unstable Arkanite Cluster,Wondrous Item,No,400 GP,GSB,-,"Unstable Arkanite Cluster is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Vain Virtuoso's Violin,Wondrous Item,Yes-Bard,400 GP,GSB,-,"Vain Virtuoso's Violin is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Venombane Armor,Armor (any light armor),Yes,400 GP,GSB,Poison,"Venombane Armor is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Veteran's Armor,Armor (medium or heavy),No,400 GP,GSB,-,"Veteran's Armor is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Vine Whip,Weapon (whip),No,400 GP,GSB,Weapon's normal damage,"Vine Whip is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Viper Bracers,Wondrous Item,Yes-Monk,400 GP,GSB,Poison,"Viper Bracers is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Void Arrow,Weapon (an arrow or bolt),No,400 GP,GSB,Weapon's normal damage,"Void Arrow is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Wailing Ring,Ring,Yes,400 GP,GSB,-,Wailing Ring is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Wand of Dowsing,Wand,Yes,400 GP,GSB,-,Wand of Dowsing is a magical wand with a limited-use spell-like or supernatural effect that reflects its name.
Wand of Eyes,Wand,No,400 GP,GSB,-,Wand of Eyes is a magical wand with a limited-use spell-like or supernatural effect that reflects its name.
Wand of Flares,Wand,No,400 GP,GSB,-,Wand of Flares is a magical wand with a limited-use spell-like or supernatural effect that reflects its name.
Wand of Knots,Wand,No,400 GP,GSB,-,Wand of Knots is a magical wand with a limited-use spell-like or supernatural effect that reflects its name.
Wand of Magic Detection,Wand,-,400 GP,DMG,-,This wand has charges that let you cast detect magic.
Wand of Magic Missiles,Wand,-,400 GP,DMG,Force,This wand has charges that let you cast magic missile at increasing levels.
Wand of Secrets,Wand,-,400 GP,DMG,-,This wand can reveal nearby secret doors and hidden traps.
Wand of Steam,Wand,No,400 GP,GSB,-,Wand of Steam is a magical wand with a limited-use spell-like or supernatural effect that reflects its name.
Wand of the War Mage (Uncommon),Wand,Attunement,Varies,DMG,-,"While holding this wand, a spellcaster gains a bonus to spell attack rolls determined by the wand's rarity and ignores half cover when making spell attacks."
Wand of Web,Wand,Attunement,400 GP,DMG,-,This wand has charges that let you cast web.
Wandelabra Staff,Staff,No,400 GP,GSB,-,Wandelabra Staff is a magical wand with a limited-use spell-like or supernatural effect that reflects its name.
Wandering Eye,Wondrous Item,Attunement,400 GP,EB,-,Wandering Eye is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
War Thorn,Weapon (war pick),No,400 GP,GSB,Weapon's normal damage,"War Thorn is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Warding Armor (Uncommon),Armor (any),No,400 GP,GSB,-,"Warding Armor is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Waterskin of Voices,Wondrous Item,No,400 GP,GSB,Cold,"Waterskin of Voices is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Weapon (Uncommon),Weapon,-,Varies,DMG,Weapon's normal damage,This entry represents a magic weapon whose exact base weapon determines its normal damage and properties; its enhancement bonus or other magical effect depends on the specific version.
Weapon of Blind Faith,Weapon (any),No,400 GP,GSB,Weapon's normal damage,"Weapon of Blind Faith is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Weapon of Spite,Weapon (any melee),Yes,400 GP,GSB,Weapon's normal damage,"Weapon of Spite is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Weapon of Verdict,Weapon (any melee),Yes-Good Aligned,400 GP,GSB,Weapon's normal damage,"Weapon of Verdict is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Weapon of Warning,Weapon,Attunement,B+400 GP,DMG,Weapon's normal damage,"While this magic weapon is on your person, you have advantage on initiative and nearby allies are harder to surprise."
Weaving Wasp Needles,Weapon (dart),No,400 GP,GSB,Weapon's normal damage,"Weaving Wasp Needles is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Whip of the Copper Eel,Weapon (whip),Yes,400 GP,GSB,Weapon's normal damage,"Whip of the Copper Eel is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Whirlpool Dart,Weapon (dart),No,400 GP,GSB,Weapon's normal damage,"Whirlpool Dart is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Whistle of Dog Command,Wondrous Item,No,400 GP,GSB,-,"Whistle of Dog Command is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Widow's Perfume Bottle,Wondrous Item,No,400 GP,GSB,-,"Widow's Perfume Bottle is a magical vessel that stores, creates, releases, or transforms a substance or effect when activated."
Wildskin Armor,Armor (hide),Yes-Druid,400 GP,GSB,-,"Wildskin Armor is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Wind Fan,Wondrous Item,-,400 GP,DMG,-,"Wind Fan is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Windswept Kite,Wondrous Item,No,400 GP,GSB,-,"Windswept Kite is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Winged Boots,Wondrous Item,Attunement,400 GP,DMG,-,"While wearing these boots, you gain a flying speed equal to your walking speed for a limited total duration each day."
Wisp Cloak,Wondrous Item,Yes,400 GP,GSB,-,"Wisp Cloak is a magical garment that grants a protective, movement, concealment, or transformation effect while worn."
Wispy Sour (Uncommon),Potion,No,200 GP,GSB,-,"Wispy Sour is a consumable magical preparation that grants a temporary restorative, transformative, protective, or utility effect when used."
Wizard's Cards,Wondrous Item,Yes,400 GP,GSB,-,"Wizard's Cards is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Wraith's Circlet,Wondrous Item,Yes,400 GP,GSB,Necrotic,"Wraith's Circlet is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Wraith's Garb,Armor (leather),Yes,400 GP,GSB,Necrotic,"Wraith's Garb is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Wraith's Ring,Ring,Yes,400 GP,GSB,Necrotic,Wraith's Ring is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Wraps of Unarmed Power (Uncommon),Wondrous Item,-,Varies,DMG,Unarmed strike damage,These enchanted hand wraps make unarmed strikes magical and grant a bonus to attack and damage rolls with unarmed strikes based on the wraps' rarity.
Wyvernsting Scabbard,Wondrous Item,No,400 GP,GSB,-,"Wyvernsting Scabbard is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Xorn Eye Coin,Wondrous Item,No,400 GP,GSB,-,"Xorn Eye Coin is a magical visual aid that enhances sight or grants a special way to perceive creatures, objects, or hidden details."
