Name,Type,Attunement,Price,Source,Damage,Description
Shellguard Armor,Armor,Yes,"B+4,000 GP",GSB,-,"Shellguard Armor is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Shield (Rare),Armor,-,Varies,DMG,-,This magic shield grants an additional bonus to Armor Class beyond the shield's normal +2 bonus. The size of the magical bonus depends on the item's version.
Shield of Missile Attraction,Armor,Attunement,"B+4,000 GP",DMG,-,"While holding this cursed shield, the wielder has resistance to damage from ranged weapon attacks, but ranged weapon attacks against nearby creatures are magically redirected to the wielder."
Shield of the Justicars,Armor,No,"B+4,000 GP",GSB,-,"Shield of the Justicars is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Shipwrecker,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Shipwrecker is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Shrieking Chalk,Wondrous Item,No,"4,000 GP",GSB,-,"Shrieking Chalk is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Shroud of the Unburied,Wondrous Item,No,"4,000 GP",GSB,-,"Shroud of the Unburied is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Shrouded Boots,Wondrous Item,Yes,"4,000 GP",GSB,-,Shrouded Boots is rare magical footwear that significantly improves movement or grants a supernatural travel ability.
Sickle of Cunning,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Sickle of Cunning is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Sickle of the Golden Ibis,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Sickle of the Golden Ibis is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Sickle of the Sphinx,Weapon,Yes-Int 13,"B+4,000 GP",GSB,Weapon's normal damage,"Sickle of the Sphinx is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Siege Staff,Staff,"Yes-Bard, Cleric, Druid, Sorcerer, Warlock, Wizard","4,000 GP",GSB,-,Siege Staff is a rare magical staff that serves as a weapon or focus and carries one or more significant magical abilities.
Signet Rings BDS,Ring,No,"4,000 GP",GSB,-,Signet Rings BDS is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
Silent Weapon,Weapon,-,"B+4,000 GP",EB,Weapon's normal damage,"Silent Weapon is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Silver Dragon Katana,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Silver Dragon Katana is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Silver Lily,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Silver Lily is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Silver Tongue,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Silver Tongue is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Silvercloud Bomb,Wondrous Item,No,"4,000 GP",GSB,-,"Silvercloud Bomb is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Skelekey,Wondrous Item,No,"4,000 GP",GSB,-,"Skelekey is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Skeletal Armor,Armor,No,"B+4,000 GP",GSB,-,"Skeletal Armor is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Skirmisher's Bow,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Skirmisher's Bow is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Skulldugger's Spade,Wondrous Item,No,"4,000 GP",GSB,-,"Skulldugger's Spade is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Sky Anchor,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Sky Anchor is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Skyglider Shield,Armor,Yes,"B+4,000 GP",GSB,-,"Skyglider Shield is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Sling of the Tiny Giant,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Sling of the Tiny Giant is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Smiter's Signet,Ring,Yes-Paladin,"4,000 GP",GSB,-,Smiter's Signet is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
Snail Hennin,Wondrous Item,Yes-Spellcaster,"4,000 GP",GSB,-,"Snail Hennin is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Snake Oil (Rare),Potion,No,"2,000 GP",GSB,-,"Snake Oil is a rare consumable magical preparation that produces a powerful temporary restorative, transformative, protective, or supernatural effect when used."
Snaketongue Suckers,Wondrous Item,No,"4,000 GP",GSB,-,"Snaketongue Suckers is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Snowstar Scarf,Wondrous Item,Yes,"4,000 GP",GSB,Cold,"Snowstar Scarf is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Snowstorm Blowgun,Weapon,No,"B+4,000 GP",GSB,Cold,"Snowstorm Blowgun is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Solacesteel Mitigator,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Solacesteel Mitigator is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Solacesteel Requiem,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Solacesteel Requiem is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Solaris Orchid,Wondrous Item,No,"4,000 GP",GSB,-,"Solaris Orchid is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Sonar Arrow,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Sonar Arrow is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Soul Pendant,Wondrous Item,Yes,"4,000 GP",GSB,-,"Soul Pendant is a rare neck-worn magic item that grants a substantial protective, restorative, sensory, or spell-like benefit."
Sovereignseed Satchel,Wondrous Item,No,"4,000 GP",GSB,-,"Sovereignseed Satchel is a rare magical storage or utility item with extradimensional, conjuration, retrieval, or transformation properties."
Spell Scroll (Rare),Scroll,-,Varies,DMG,Varies,"This scroll contains a single spell. A creature with that spell on its class spell list can attempt to cast it from the scroll, using the scroll's fixed spell attack bonus and save DC; the writing disappears after a successful casting."
Spellblade's Scabbard,Wondrous Item,Yes,"4,000 GP",GSB,Weapon's normal damage,"Spellblade's Scabbard is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Spelldrinker Aegis,Armor,No,"B+4,000 GP",GSB,-,"Spelldrinker Aegis is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Spellsword,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Spellsword is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Spellwriter's Brace,Wondrous Item,Yes-Wizard,"4,000 GP",GSB,-,"Spellwriter's Brace is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Spiderbite Daggers,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Spiderbite Daggers is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Spiker and Striker,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Spiker and Striker is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Spirit Pike,Weapon,Yes-Cleric,"B+4,000 GP",GSB,Weapon's normal damage,"Spirit Pike is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Spirit Sheath,Weapon,Yes-Wis 13,"B+4,000 GP",GSB,Weapon's normal damage,"Spirit Sheath is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Spiritwalker Breastplate,Armor,Yes,"B+4,000 GP",GSB,-,"Spiritwalker Breastplate is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Spitfire,Weapon,Yes,"B+4,000 GP",GSB,Fire,"Spitfire is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Splinterguard,Armor,"Yes-Druid, Ranger","B+4,000 GP",GSB,-,"Splinterguard is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Splintering Spear,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Splintering Spear is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Splintering Spear,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Splintering Spear is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Splintershot,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Splintershot is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Sream's Stoppered Oasis,Potion,No,"2,000 GP",GSB,-,"Sream's Stoppered Oasis is a rare consumable magical preparation that produces a powerful temporary restorative, transformative, protective, or supernatural effect when used."
Staff of Charming,Staff,Attunement,"4,000 GP",DMG,-,This staff has charges that fuel enchantment magic and can also help protect you from enchantment effects.
Staff of Healing,Staff,Attunement,"4,000 GP",DMG,-,This staff has charges that can cast several restorative spells.
Staff of Swarming Insects,Staff,Attunement,"4,000 GP",DMG,-,This staff can create a cloud of harmless insects around you or summon a larger insect swarm that obscures an area.
Staff of the Magpie,Staff,Yes-Spellcaster,"4,000 GP",GSB,-,Staff of the Magpie is a rare magical staff that serves as a weapon or focus and carries one or more significant magical abilities.
Staff of the Mirage,Staff,Yes-Wizard,"4,000 GP",GSB,-,Staff of the Mirage is a rare magical staff that serves as a weapon or focus and carries one or more significant magical abilities.
Staff of the Mustang,Staff,Yes,"4,000 GP",GSB,-,Staff of the Mustang is a rare magical staff that serves as a weapon or focus and carries one or more significant magical abilities.
Staff of the Reverent Warrior,Staff,Yes-Spellcaster,"4,000 GP",GSB,-,Staff of the Reverent Warrior is a rare magical staff that serves as a weapon or focus and carries one or more significant magical abilities.
Staff of the Woodlands,Staff,Attunement,"4,000 GP",DMG,Weapon's normal damage / varies,This +2 quarterstaff grants a druid spellcasting benefits and contains charges for several nature spells. It can also transform into a healthy tree and later return to staff form.
Staff of Withering,Staff,Attunement,"4,000 GP",DMG,Weapon's normal damage + necrotic,"This staff is a magic quarterstaff with charges. On a hit, the wielder can expend a charge to deal extra necrotic damage and force a Constitution save that can impose disadvantage on Strength- and Constitution-based checks and saves for a time."
Stalagmight Geode,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Stalagmight Geode is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Starmetal Blaster,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Starmetal Blaster is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Starmetal Blowgun,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Starmetal Blowgun is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Starmetal Circlet,Wondrous Item,Yes,"4,000 GP",GSB,-,"Starmetal Circlet is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Starmetal Ring,Ring,No,"4,000 GP",GSB,-,Starmetal Ring is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
Starmetal Shard Spear,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Starmetal Shard Spear is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Starmetal Striker,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Starmetal Striker is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Starshot Circlet,Wondrous Item,Yes-Spellcaster,"4,000 GP",GSB,-,"Starshot Circlet is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Static Sabatons,Wondrous Item,No,"4,000 GP",GSB,-,"Static Sabatons is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Steam Harpoon,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Steam Harpoon is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Steel Hawk Elite Helm,Wondrous Item,No,"4,000 GP",GSB,-,"Steel Hawk Elite Helm is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Steel Hawk Elite Lance,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Steel Hawk Elite Lance is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Stitchwitch's Wand,Wand,No,"4,000 GP",GSB,-,Stitchwitch's Wand is a rare magical wand with charges or limited uses that produce a potent spell-like or supernatural effect.
Stitchwitch's Wand,Wand,No,"4,000 GP",GSB,-,Stitchwitch's Wand is a rare magical wand with charges or limited uses that produce a potent spell-like or supernatural effect.
Stone of Controlling Earth Elementals,Wondrous Item,-,"4,000 GP",DMG,Varies,"If this stone touches the ground, the user can spend an action to summon an earth elemental. The elemental obeys while concentration is maintained, and the stone cannot summon another until the next dawn."
Stonebleeder,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Stonebleeder is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Storm Sickle,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Storm Sickle is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Storm's Eye Shield,Armor,Yes,"B+4,000 GP",GSB,-,"Storm's Eye Shield is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Stormbrewer Bracers,Wondrous Item,Yes,"4,000 GP",GSB,-,"Stormbrewer Bracers is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Stormstruck Staff,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Stormstruck Staff is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
String Blade,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"String Blade is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Submerged Reins,Wondrous Item,No,"4,000 GP",GSB,-,"Submerged Reins is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Sun Blade,Weapon,Attunement,"B+4,000 GP",DMG,Radiant + slashing,"This luminous magic sword deals radiant damage, is especially effective against undead, and sheds sunlight."
Sunfire,Wondrous Item,"Yes-Cleric, Paladin","4,000 GP",GSB,Fire,"Sunfire is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Swallowtail Mantle,Wondrous Item,No,"4,000 GP",GSB,-,"Swallowtail Mantle is a rare magical garment that grants a strong protective, concealment, movement, sensory, or transformation effect while worn."
Sword of Life Stealing,Weapon,Attunement,"B+4,000 GP",DMG,Necrotic,"On certain critical hits, this weapon deals extra necrotic damage and grants you temporary hit points."
Sword of Resonance,Weapon,Yes-Bard,"B+4,000 GP",GSB,Weapon's normal damage,"Sword of Resonance is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Sword of Sacrifice,Weapon,Yes,"B+4,000 GP",GSB,Cold,"Sword of Sacrifice is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Sword of Wounding,Weapon,Attunement,"B+4,000 GP",DMG,Weapon's normal damage,"Wounds from this magic weapon can continue to bleed, causing additional damage until treated or healed."
Tears of Failure,Wondrous Item,Yes-Spellcaster,"4,000 GP",GSB,-,"Tears of Failure is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Teleportation Circle Stamp,Wondrous Item,No,"4,000 GP",GSB,-,"Teleportation Circle Stamp is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Tempest Griffon Bracer,Wondrous Item,Yes,"4,000 GP",GSB,-,"Tempest Griffon Bracer is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Tengu Fan,Wondrous Item,No,"4,000 GP",GSB,-,"Tengu Fan is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Tentacle Rod,Rod,Attunement,"4,000 GP",DMG,-,This rod has three animated tentacles that can make magical melee attacks and may hinder a creature they all strike.
Thalamus Thread,Wondrous Item,No,"4,000 GP",GSB,-,"Thalamus Thread is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Throne of the Lion,Wondrous Item,No,"4,000 GP",GSB,-,"Throne of the Lion is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Thunderbolt Quill,Wondrous Item,No,"4,000 GP",GSB,Thunder,"Thunderbolt Quill is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Thunderous Flail,Weapon,Yes,"B+4,000 GP",GSB,Thunder,"Thunderous Flail is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Tidesplitter,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Tidesplitter is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Time Warden Armor,Armor,Yes,"B+4,000 GP",GSB,-,"Time Warden Armor is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Timeshifters Mantle,Wondrous Item,No,"4,000 GP",GSB,-,"Timeshifters Mantle is a rare magical garment that grants a strong protective, concealment, movement, sensory, or transformation effect while worn."
Toadstool Mace,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Toadstool Mace is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Tome of the Dragon's Hoard,Wondrous Item,No,"4,000 GP",GSB,-,"Tome of the Dragon's Hoard is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Tools of the Master (Rare),Wondrous Item,Attunement,"B+4,000 GP",Eb,-,"Tools of the Master is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Tormented Mandolin,Wondrous Item,Yes-Bard,"4,000 GP",GSB,-,"Tormented Mandolin is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Tormentor's Flail,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Tormentor's Flail is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Torrdok's Magnificent Forgery,Wondrous Item,No,"4,000 GP",GSB,Cold,"Torrdok's Magnificent Forgery is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Torrent Taiaha,Staff,No,"4,000 GP",GSB,-,Torrent Taiaha is a rare magical staff that serves as a weapon or focus and carries one or more significant magical abilities.
Tracking Signet,Ring,No,"4,000 GP",GSB,-,Tracking Signet is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
Traitor's Gauntlet,Wondrous Item,Yes,"4,000 GP",GSB,-,"Traitor's Gauntlet is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Traitor's Shield,Armor,Yes,"B+4,000 GP",GSB,-,"Traitor's Shield is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Traitor's Shield,Armor,Yes,"B+4,000 GP",GSB,-,"Traitor's Shield is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Tremor Spike,Rod,No,"4,000 GP",GSB,-,"Tremor Spike is a rare magical rod with a powerful activated utility, control, defensive, or combat effect."
Trickster's Mask,Wondrous Item,No,"4,000 GP",GSB,-,"Trickster's Mask is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Trickster's Quiver,Wondrous Item,Yes,"4,000 GP",GSB,-,"Trickster's Quiver is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Trident of the Hydra,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Trident of the Hydra is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Trifrost Trident,Weapon,Yes,"B+4,000 GP",GSB,Cold,"Trifrost Trident is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Trifrost Trident,Weapon,Yes,"B+4,000 GP",GSB,Cold,"Trifrost Trident is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Tundra Beast Charms,Wondrous Item,No,"4,000 GP",GSB,-,"Tundra Beast Charms is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Tundra Beast Charms,Wondrous Item,No,"4,000 GP",GSB,-,"Tundra Beast Charms is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Turtle Pack,Wondrous Item,No,"4,000 GP",GSB,-,"Turtle Pack is a rare magical storage or utility item with extradimensional, conjuration, retrieval, or transformation properties."
Twin Heartstring Bow,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Twin Heartstring Bow is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Twin Pistol of the Fuming Bull,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Twin Pistol of the Fuming Bull is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Tyrannosaurus Rax,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Tyrannosaurus Rax is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Undertaker's Planchette,Wondrous Item,No,"4,000 GP",GSB,-,"Undertaker's Planchette is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Unicorn Candle,Wondrous Item,No,"4,000 GP",GSB,-,"Unicorn Candle is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Urnblade,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Urnblade is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Vagrant's Wrist Stiletto,Wondrous Item,No,"4,000 GP",GSB,-,"Vagrant's Wrist Stiletto is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Vainglorious Armor,Armor,Yes,"B+4,000 GP",GSB,-,"Vainglorious Armor is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Valkyrian Scale,Armor,Yes,"B+4,000 GP",GSB,-,"Valkyrian Scale is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Vampiric Helm,Wondrous Item,Yes,"4,000 GP",GSB,-,"Vampiric Helm is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Vancian Helm,Wondrous Item,Yes,"4,000 GP",GSB,-,"Vancian Helm is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Verax Weapon,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Verax Weapon is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Verdant Breastplate,Armor,Yes,"B+4,000 GP",GSB,-,"Verdant Breastplate is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Vicious Weapon,Weapon,-,"B+4,000 GP",DMG,Weapon's normal damage,This magic weapon deals extra damage when you score a critical hit.
Vigilante's Mantle,Wondrous Item,Yes,"4,000 GP",GSB,-,"Vigilante's Mantle is a rare magical garment that grants a strong protective, concealment, movement, sensory, or transformation effect while worn."
Vigilus,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Vigilus is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Viper Khopesh,Weapon,No,"B+4,000 GP",GSB,Poison,"Viper Khopesh is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Viper's Katana,Weapon,Yes,"B+4,000 GP",GSB,Poison,"Viper's Katana is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Volcanic Ocarina,Wondrous Item,No,"4,000 GP",GSB,-,"Volcanic Ocarina is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Voltedge,Weapon,Yes,"B+4,000 GP",GSB,Lightning,"Voltedge is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Vortex Elixir,Potion,No,"2,000 GP",GSB,-,"Vortex Elixir is a rare consumable magical preparation that produces a powerful temporary restorative, transformative, protective, or supernatural effect when used."
Voyage Collar,Wondrous Item,No,"4,000 GP",GSB,-,"Voyage Collar is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Wand Charging Station,Wondrous Item,No,"4,000 GP",GSB,-,Wand Charging Station is a rare magical wand with charges or limited uses that produce a potent spell-like or supernatural effect.
Wand of Binding,Wand,Attunement,"4,000 GP",DMG,-,This wand has charges that can cast hold person or hold monster and can help you resist effects that paralyze or restrain you.
Wand of Branding,Wand,Yes,"4,000 GP",GSB,-,Wand of Branding is a rare magical wand with charges or limited uses that produce a potent spell-like or supernatural effect.
Wand of Burning,Wand,Yes-Spellcaster,"4,000 GP",GSB,Fire,Wand of Burning is a rare magical wand with charges or limited uses that produce a potent spell-like or supernatural effect.
Wand of Enemy Detection,Wand,Attunement,"4,000 GP",DMG,-,This wand can reveal the direction of nearby hostile creatures for a limited time.
Wand of Fear,Wand,Attunement,"4,000 GP",DMG,-,This wand has charges that can project fear or command a frightened creature to flee.
Wand of Fireballs,Wand,Attunement,"4,000 GP",DMG,Fire,This wand has charges that let you cast fireball at increasing levels.
Wand of Gilding,Wand,"Yes-Bard, Sorcerer, Wizard","4,000 GP",GSB,-,Wand of Gilding is a rare magical wand with charges or limited uses that produce a potent spell-like or supernatural effect.
Wand of Incense,Wand,Yes-Spellcaster,"4,000 GP",GSB,-,Wand of Incense is a rare magical wand with charges or limited uses that produce a potent spell-like or supernatural effect.
Wand of Lightning Bolts,Wand,Attunement,"4,000 GP",DMG,Lightning,This wand has charges that let you cast lightning bolt at increasing levels.
Wand of Meadow's Rest,Wand,No,"4,000 GP",GSB,-,Wand of Meadow's Rest is a rare magical wand with charges or limited uses that produce a potent spell-like or supernatural effect.
Wand of Paralysis,Wand,Attunement,"4,000 GP",DMG,-,This wand has charges that can paralyze a creature that fails its saving throw.
